"","IRI_KEY","WEEK","SY","GE","VEND","ITEM","UNITS","DOLLARS","F","D","PR","UPC","VOL_EQ","PPU"
"11986",8003172,1656,0,1,48001,686,3,5,"NONE",0,1,"00-01-48001-00686",0.9375,1.66666666666667
"11987",8003172,1657,88,2,99998,35202,2,4.54,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"11988",8003172,1658,0,2,51500,24128,5,10,"B",0,1,"00-02-51500-24128",1.125,2
"11989",8003172,1658,0,1,48001,681,1,2.77,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"11990",8003172,1658,0,1,48001,686,1,2.77,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"11991",8003172,1660,0,2,51500,24128,9,18,"A",0,1,"00-02-51500-24128",1.125,2
"11992",8003172,1660,0,1,51500,24135,1,2,"A",0,1,"00-01-51500-24135",1.125,2
"11993",8003172,1660,0,1,48001,643,1,1.67,"NONE",0,1,"00-01-48001-00643",1.0187,1.67
"11994",8003172,1660,0,1,48001,681,1,2.77,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"11995",8003172,1661,0,1,48001,643,12,20.01,"B",0,1,"00-01-48001-00643",1.0187,1.6675
"11996",8003172,1661,0,1,48001,681,5,8.34,"B",0,1,"00-01-48001-00681",1.0187,1.668
"11997",8003172,1661,0,1,48001,641,6,10,"B",0,1,"00-01-48001-00641",1.0187,1.66666666666667
"11998",8003172,1662,0,2,51500,24128,6,15,"B",0,1,"00-02-51500-24128",1.125,2.5
"11999",8003172,1662,0,1,51500,24135,1,2.5,"B",0,0,"00-01-51500-24135",1.125,2.5
"12000",8003172,1662,0,1,48001,643,1,2.77,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12001",8003172,1663,0,1,48001,643,3,8.51,"NONE",0,0,"00-01-48001-00643",1.0187,2.83666666666667
"12002",8003172,1663,0,1,48001,686,1,2.87,"NONE",0,0,"00-01-48001-00686",0.9375,2.87
"12003",8003172,1663,88,2,99998,35202,1,2.27,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12004",8003172,1664,88,2,99998,35202,1,2.27,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12005",8003172,1665,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"12006",8003172,1665,0,1,48001,643,1,2.87,"NONE",0,0,"00-01-48001-00643",1.0187,2.87
"12007",8003172,1665,0,1,48001,681,1,2.87,"NONE",0,0,"00-01-48001-00681",1.0187,2.87
"12008",8003172,1665,0,1,48001,686,1,2.87,"NONE",0,0,"00-01-48001-00686",0.9375,2.87
"12009",8003172,1666,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"12010",8003172,1666,0,1,48001,643,72,120.11,"B",0,1,"00-01-48001-00643",1.0187,1.66819444444444
"12011",8003172,1666,0,1,48001,681,29,48.36,"B",0,1,"00-01-48001-00681",1.0187,1.66758620689655
"12012",8003172,1666,0,1,48001,641,26,43.34,"B",0,1,"00-01-48001-00641",1.0187,1.66692307692308
"12013",8003172,1666,0,1,48001,686,18,30.01,"NONE",0,1,"00-01-48001-00686",0.9375,1.66722222222222
"12014",8003172,1667,0,2,51500,24128,6,10.02,"B",0,1,"00-02-51500-24128",1.125,1.67
"12015",8003172,1667,0,1,51500,24135,4,6.67,"B",0,1,"00-01-51500-24135",1.125,1.6675
"12016",8003172,1667,0,1,48001,643,3,6.21,"NONE",0,1,"00-01-48001-00643",1.0187,2.07
"12017",8003172,1667,0,1,48001,641,1,1.67,"NONE",0,1,"00-01-48001-00641",1.0187,1.67
"12018",8003172,1668,0,1,48001,681,1,2.87,"NONE",0,0,"00-01-48001-00681",1.0187,2.87
"12019",8003172,1669,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"12020",8003172,1669,0,1,48001,681,2,5.74,"NONE",0,0,"00-01-48001-00681",1.0187,2.87
"12021",8003172,1669,88,2,99998,35202,1,2.27,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12022",8003172,1670,0,1,48001,643,7,11.68,"NONE",0,1,"00-01-48001-00643",1.0187,1.66857142857143
"12023",8003172,1670,0,1,48001,681,9,15.02,"NONE",0,1,"00-01-48001-00681",1.0187,1.66888888888889
"12024",8003172,1670,0,1,48001,641,16,26.67,"NONE",0,1,"00-01-48001-00641",1.0187,1.666875
"12025",8003172,1670,0,1,48001,686,6,10.02,"NONE",0,1,"00-01-48001-00686",0.9375,1.67
"12026",8003172,1671,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"12027",8003172,1671,0,1,48001,643,3,5,"NONE",0,1,"00-01-48001-00643",1.0187,1.66666666666667
"12028",8003172,1671,88,2,99998,35202,1,2.27,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12029",8003172,1672,0,2,51500,24128,5,16.45,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"12030",8003172,1672,0,1,48001,643,24,39.99,"B",0,1,"00-01-48001-00643",1.0187,1.66625
"12031",8003172,1672,0,1,48001,681,11,18.34,"B",0,1,"00-01-48001-00681",1.0187,1.66727272727273
"12032",8003172,1672,0,1,48001,641,22,36.69,"B",0,1,"00-01-48001-00641",1.0187,1.66772727272727
"12033",8003172,1672,0,1,48001,686,4,6.68,"NONE",0,1,"00-01-48001-00686",0.9375,1.67
"12034",8003172,1672,88,2,99998,35202,1,2.27,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12035",8003172,1673,88,2,99998,35202,1,2.27,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12036",8003172,1674,0,1,48001,643,12,23.64,"NONE",0,1,"00-01-48001-00643",1.0187,1.97
"12037",8003172,1674,0,1,48001,681,1,2.87,"NONE",0,0,"00-01-48001-00681",1.0187,2.87
"12038",8003172,1674,0,1,48001,686,3,5.01,"NONE",0,1,"00-01-48001-00686",0.9375,1.67
"12039",8003172,1674,88,2,99998,35202,2,4.54,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12040",8003172,1675,0,1,48001,643,18,30.01,"B",0,1,"00-01-48001-00643",1.0187,1.66722222222222
"12041",8003172,1675,0,1,48001,681,8,13.34,"B",0,1,"00-01-48001-00681",1.0187,1.6675
"12042",8003172,1675,0,1,48001,641,15,25.02,"B",0,1,"00-01-48001-00641",1.0187,1.668
"12043",8003172,1675,0,1,48001,686,1,1.67,"NONE",0,1,"00-01-48001-00686",0.9375,1.67
"12044",8003172,1675,88,2,99998,35202,3,4.99,"NONE",0,1,"88-02-99998-35202",1.125,1.66333333333333
"12045",8003172,1676,0,2,51500,24128,16,32,"NONE",0,1,"00-02-51500-24128",1.125,2
"12046",8003172,1676,0,1,51500,24135,4,8,"NONE",0,0,"00-01-51500-24135",1.125,2
"12047",8003172,1676,0,1,48001,681,1,2.87,"NONE",0,0,"00-01-48001-00681",1.0187,2.87
"12048",8003172,1676,0,1,48001,641,1,2.87,"NONE",0,0,"00-01-48001-00641",1.0187,2.87
"12049",8003172,1677,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"12050",8003172,1677,0,1,48001,643,1,1.67,"NONE",0,1,"00-01-48001-00643",1.0187,1.67
"12051",8003172,1677,0,1,48001,681,2,3.32,"NONE",0,1,"00-01-48001-00681",1.0187,1.66
"12052",8003172,1678,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"12053",8003172,1678,0,1,48001,643,2,5.74,"NONE",0,0,"00-01-48001-00643",1.0187,2.87
"12054",8003172,1679,0,2,51500,24128,8,13.34,"B",0,1,"00-02-51500-24128",1.125,1.6675
"12055",8003172,1679,0,1,51500,24135,14,23.35,"B",0,1,"00-01-51500-24135",1.125,1.66785714285714
"12056",8003172,1679,0,1,48001,643,1,2.87,"NONE",0,0,"00-01-48001-00643",1.0187,2.87
"12057",8003172,1680,0,2,51500,24128,21,52.5,"A",0,1,"00-02-51500-24128",1.125,2.5
"12058",8003172,1680,0,1,51500,24135,6,15,"A",0,0,"00-01-51500-24135",1.125,2.5
"12059",8003172,1680,0,1,48001,643,1,2.87,"NONE",0,0,"00-01-48001-00643",1.0187,2.87
"12060",8003172,1680,0,1,48001,641,1,2.87,"NONE",0,0,"00-01-48001-00641",1.0187,2.87
"12061",8003172,1681,0,2,51500,24128,6,14,"NONE",0,1,"00-02-51500-24128",1.125,2.33333333333333
"12062",8003172,1681,0,1,51500,24135,1,2.5,"NONE",0,0,"00-01-51500-24135",1.125,2.5
"12063",8003172,1681,0,1,48001,643,51,85.04,"NONE",0,1,"00-01-48001-00643",1.0187,1.66745098039216
"12064",8003172,1681,0,1,48001,681,12,20.01,"NONE",0,1,"00-01-48001-00681",1.0187,1.6675
"12065",8003172,1681,0,1,48001,641,20,33.34,"NONE",0,1,"00-01-48001-00641",1.0187,1.667
"12066",8003172,1681,0,1,48001,686,3,5,"NONE",0,0,"00-01-48001-00686",0.9375,1.66666666666667
"12067",8003172,1681,88,2,99998,35202,6,13.62,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12068",8003172,1682,0,2,51500,24128,8,17.32,"NONE",0,1,"00-02-51500-24128",1.125,2.165
"12069",8003172,1682,0,1,51500,24135,1,1.67,"NONE",0,1,"00-01-51500-24135",1.125,1.67
"12070",8003172,1682,0,1,48001,641,1,1.67,"NONE",0,1,"00-01-48001-00641",1.0187,1.67
"12071",8003172,1683,0,1,51500,24135,2,5,"NONE",0,0,"00-01-51500-24135",1.125,2.5
"12072",8003172,1683,0,1,48001,643,3,4.99,"NONE",0,1,"00-01-48001-00643",1.0187,1.66333333333333
"12073",8003172,1684,0,2,51500,24128,5,12.5,"B",0,1,"00-02-51500-24128",1.125,2.5
"12074",8003172,1684,0,1,48001,643,5,8.59,"NONE",0,1,"00-01-48001-00643",1.0187,1.718
"12075",8003172,1684,0,1,48001,686,1,1.66,"NONE",0,0,"00-01-48001-00686",0.9375,1.66
"12076",8003172,1684,88,2,99998,35202,1,2.25,"NONE",0,0,"88-02-99998-35202",1.125,2.25
"12077",8003172,1685,0,2,51500,24128,1,3.99,"NONE",0,0,"00-02-51500-24128",1.125,3.99
"12078",8003172,1685,88,2,99998,35202,2,4.54,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12079",8003172,1686,0,2,51500,24128,1,3.99,"NONE",0,0,"00-02-51500-24128",1.125,3.99
"12080",8003172,1686,88,2,99998,35202,1,2.27,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12081",8003588,1635,0,2,51500,24128,2,5.98,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12082",8003588,1635,0,1,51500,24135,1,2.99,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12083",8003588,1635,0,1,48001,643,1,2.77,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12084",8003588,1635,0,1,48001,681,2,5.54,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12085",8003588,1635,0,1,48001,641,7,19.39,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12086",8003588,1635,0,1,48001,686,3,8.31,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12087",8003588,1635,88,2,99998,35202,7,14.75,"A",0,1,"88-02-99998-35202",1.125,2.10714285714286
"12088",8003588,1636,0,2,51500,24128,2,5.98,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12089",8003588,1636,0,1,48001,643,2,5.54,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12090",8003588,1636,0,1,48001,681,6,16.62,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12091",8003588,1636,0,1,48001,641,2,5.54,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12092",8003588,1636,0,1,48001,686,7,19.39,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12093",8003588,1637,0,2,51500,24128,2,5.98,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12094",8003588,1637,0,1,51500,24135,1,2.99,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12095",8003588,1637,0,1,48001,643,3,8.31,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12096",8003588,1637,0,1,48001,681,5,13.85,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12097",8003588,1637,0,1,48001,641,4,11.08,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12098",8003588,1637,0,1,48001,686,4,11.08,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12099",8003588,1637,88,2,99998,35202,5,11.35,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12100",8003588,1638,0,2,51500,24128,7,20.93,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12101",8003588,1638,0,1,51500,24135,2,5.98,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12102",8003588,1638,0,1,48001,681,5,13.85,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12103",8003588,1638,0,1,48001,641,4,11.08,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12104",8003588,1638,0,1,48001,686,3,8.31,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12105",8003588,1638,88,2,99998,35202,4,9.08,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12106",8003588,1639,0,2,51500,24128,7,18.48,"NONE",0,1,"00-02-51500-24128",1.125,2.64
"12107",8003588,1639,0,1,51500,24135,6,15.49,"NONE",0,1,"00-01-51500-24135",1.125,2.58166666666667
"12108",8003588,1639,0,1,48001,643,2,5.54,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12109",8003588,1639,0,1,48001,681,4,11.08,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12110",8003588,1639,0,1,48001,641,3,8.31,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12111",8003588,1639,0,1,48001,686,7,19.39,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12112",8003588,1639,88,2,99998,35202,3,6.81,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12113",8003588,1640,0,2,51500,24128,3,8.97,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12114",8003588,1640,0,1,51500,24135,3,8.97,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12115",8003588,1640,0,1,48001,643,21,36.16,"B",0,1,"00-01-48001-00643",1.0187,1.72190476190476
"12116",8003588,1640,0,1,48001,681,9,15.01,"B",0,1,"00-01-48001-00681",1.0187,1.66777777777778
"12117",8003588,1640,0,1,48001,641,7,12.78,"B",0,1,"00-01-48001-00641",1.0187,1.82571428571429
"12118",8003588,1640,0,1,48001,686,8,13.35,"B",0,1,"00-01-48001-00686",0.9375,1.66875
"12119",8003588,1640,88,2,99998,35202,1,2.27,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12120",8003588,1641,0,2,51500,24128,4,11.96,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12121",8003588,1641,0,1,51500,24135,4,11.96,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12122",8003588,1641,0,1,48001,643,4,11.08,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12123",8003588,1641,0,1,48001,681,5,13.85,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12124",8003588,1641,0,1,48001,641,5,13.85,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12125",8003588,1641,0,1,48001,686,5,13.85,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12126",8003588,1641,88,2,99998,35202,2,4.54,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12127",8003588,1642,0,2,51500,24128,9,26.91,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12128",8003588,1642,0,1,51500,24135,3,8.97,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12129",8003588,1642,0,1,48001,681,5,13.85,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12130",8003588,1642,0,1,48001,641,2,5.54,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12131",8003588,1642,0,1,48001,686,1,2.77,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12132",8003588,1642,88,2,99998,35202,7,15.89,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12133",8003588,1643,0,2,51500,24128,3,8.97,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12134",8003588,1643,0,1,51500,24135,3,8.97,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12135",8003588,1643,0,1,48001,681,4,11.08,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12136",8003588,1643,0,1,48001,641,6,16.62,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12137",8003588,1643,88,2,99998,35202,13,21.81,"A",0,1,"88-02-99998-35202",1.125,1.67769230769231
"12138",8003588,1644,0,2,51500,24128,20,29.9,"B",1,1,"00-02-51500-24128",1.125,1.495
"12139",8003588,1644,0,1,51500,24135,13,23.92,"B",0,1,"00-01-51500-24135",1.125,1.84
"12140",8003588,1644,0,1,48001,681,6,16.62,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12141",8003588,1644,0,1,48001,641,7,19.39,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12142",8003588,1644,0,1,48001,686,4,11.08,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12143",8003588,1644,88,2,99998,35202,2,4.54,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12144",8003588,1645,0,2,51500,24128,6,17.94,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12145",8003588,1645,0,1,51500,24135,1,2.99,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12146",8003588,1645,0,1,48001,681,5,13.85,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12147",8003588,1645,0,1,48001,641,2,5.54,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12148",8003588,1645,0,1,48001,686,4,11.08,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12149",8003588,1645,88,2,99998,35202,3,5.01,"NONE",0,1,"88-02-99998-35202",1.125,1.67
"12150",8003588,1646,0,2,51500,24128,4,11.96,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12151",8003588,1646,0,1,51500,24135,1,2.99,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12152",8003588,1646,0,1,48001,643,3,8.31,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12153",8003588,1646,0,1,48001,681,1,2.77,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12154",8003588,1646,0,1,48001,641,4,11.08,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12155",8003588,1646,0,1,48001,686,6,16.62,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12156",8003588,1646,88,2,99998,35202,9,20.43,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12157",8003588,1647,0,2,51500,24128,5,14.95,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12158",8003588,1647,0,1,51500,24135,3,8.97,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12159",8003588,1647,0,1,48001,643,21,33.24,"B",1,1,"00-01-48001-00643",1.0187,1.58285714285714
"12160",8003588,1647,0,1,48001,681,12,19.39,"B",0,1,"00-01-48001-00681",1.0187,1.61583333333333
"12161",8003588,1647,0,1,48001,641,14,19.39,"B",1,1,"00-01-48001-00641",1.0187,1.385
"12162",8003588,1647,0,1,48001,686,11,16.62,"NONE",0,1,"00-01-48001-00686",0.9375,1.51090909090909
"12163",8003588,1647,88,2,99998,35202,15,25.63,"NONE",1,1,"88-02-99998-35202",1.125,1.70866666666667
"12164",8003588,1648,0,2,51500,24128,3,8.97,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12165",8003588,1648,0,1,48001,643,5,13.85,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12166",8003588,1648,0,1,48001,681,4,11.08,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12167",8003588,1648,0,1,48001,641,3,8.31,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12168",8003588,1648,0,1,48001,686,4,11.08,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12169",8003588,1648,88,2,99998,35202,11,24.37,"NONE",0,0,"88-02-99998-35202",1.125,2.21545454545455
"12170",8003588,1649,0,2,51500,24128,7,20.93,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12171",8003588,1649,0,1,51500,24135,3,8.97,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12172",8003588,1649,0,1,48001,643,3,8.31,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12173",8003588,1649,0,1,48001,681,3,8.31,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12174",8003588,1649,0,1,48001,641,4,11.08,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12175",8003588,1649,0,1,48001,686,6,16.62,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12176",8003588,1649,88,2,99998,35202,4,9.08,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12177",8003588,1650,0,2,51500,24128,4,11.96,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12178",8003588,1650,0,1,51500,24135,2,5.98,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12179",8003588,1650,0,1,48001,643,8,22.16,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12180",8003588,1650,0,1,48001,681,2,5.54,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12181",8003588,1650,0,1,48001,641,2,5.54,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12182",8003588,1650,0,1,48001,686,3,7.21,"NONE",0,1,"00-01-48001-00686",0.9375,2.40333333333333
"12183",8003588,1650,88,2,99998,35202,5,11.35,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12184",8003588,1651,0,2,51500,24128,7,20.93,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12185",8003588,1651,0,1,51500,24135,3,8.97,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12186",8003588,1651,0,1,48001,643,15,27.24,"A",0,1,"00-01-48001-00643",1.0187,1.816
"12187",8003588,1651,0,1,48001,681,1,2.77,"A",0,0,"00-01-48001-00681",1.0187,2.77
"12188",8003588,1651,0,1,48001,641,9,19.42,"A",0,1,"00-01-48001-00641",1.0187,2.15777777777778
"12189",8003588,1651,0,1,48001,686,9,18.33,"NONE",0,1,"00-01-48001-00686",0.9375,2.03666666666667
"12190",8003588,1651,88,2,99998,35202,7,11.21,"NONE",0,1,"88-02-99998-35202",1.125,1.60142857142857
"12191",8003588,1652,0,2,51500,24128,2,5.98,"NONE",0,0,"00-02-51500-24128",1.125,2.99
"12192",8003588,1652,0,1,51500,24135,4,11.96,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12193",8003588,1652,0,1,48001,643,8,22.16,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12194",8003588,1652,0,1,48001,681,4,11.08,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12195",8003588,1652,0,1,48001,641,4,11.08,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12196",8003588,1652,0,1,48001,686,4,11.08,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12197",8003588,1652,88,2,99998,35202,2,4.54,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12198",8003588,1653,0,2,51500,24128,9,19.98,"B",0,1,"00-02-51500-24128",1.125,2.22
"12199",8003588,1653,0,1,51500,24135,6,12.99,"B",0,1,"00-01-51500-24135",1.125,2.165
"12200",8003588,1653,0,1,48001,643,8,22.16,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12201",8003588,1653,0,1,48001,681,1,2.77,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
"12202",8003588,1653,0,1,48001,641,1,2.77,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12203",8003588,1653,0,1,48001,686,6,16.62,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12204",8003588,1653,88,2,99998,35202,4,9.08,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12205",8003588,1655,0,2,51500,24128,6,19.74,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"12206",8003588,1655,0,1,51500,24135,2,5.98,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12207",8003588,1655,0,1,48001,643,10,27.7,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12208",8003588,1655,0,1,48001,641,1,2.77,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12209",8003588,1655,0,1,48001,686,5,13.85,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12210",8003588,1655,88,2,99998,35202,4,9.08,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12211",8003588,1656,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"12212",8003588,1656,0,1,51500,24135,1,2.99,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12213",8003588,1656,0,1,48001,643,27,46.15,"B",1,1,"00-01-48001-00643",1.0187,1.70925925925926
"12214",8003588,1656,0,1,48001,641,8,13.35,"B",0,1,"00-01-48001-00641",1.0187,1.66875
"12215",8003588,1656,0,1,48001,686,7,11.69,"NONE",0,1,"00-01-48001-00686",0.9375,1.67
"12216",8003588,1656,88,2,99998,35202,5,11.35,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12217",8003588,1657,0,2,51500,24128,8,26.32,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"12218",8003588,1657,0,1,51500,24135,2,5.98,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12219",8003588,1657,0,1,48001,643,10,27.7,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12220",8003588,1657,0,1,48001,641,2,5.54,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12221",8003588,1657,0,1,48001,686,8,22.16,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12222",8003588,1657,88,2,99998,35202,3,6.81,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12223",8003588,1658,0,2,51500,24128,9,19.29,"B",0,1,"00-02-51500-24128",1.125,2.14333333333333
"12224",8003588,1658,0,1,51500,24135,6,12.99,"B",0,1,"00-01-51500-24135",1.125,2.165
"12225",8003588,1658,0,1,48001,643,3,8.31,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12226",8003588,1658,0,1,48001,641,3,8.31,"NONE",0,0,"00-01-48001-00641",1.0187,2.77
"12227",8003588,1658,0,1,48001,686,7,19.39,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12228",8003588,1658,88,2,99998,35202,2,4.54,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12229",8003588,1659,0,2,51500,24128,3,9.87,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"12230",8003588,1659,0,1,51500,24135,2,5.98,"NONE",0,0,"00-01-51500-24135",1.125,2.99
"12231",8003588,1659,0,1,48001,643,5,13.85,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12232",8003588,1659,0,1,48001,686,6,16.62,"NONE",0,0,"00-01-48001-00686",0.9375,2.77
"12233",8003588,1659,88,2,99998,35202,3,6.81,"NONE",0,0,"88-02-99998-35202",1.125,2.27
"12234",8003588,1660,0,2,51500,24128,7,15.29,"A",0,1,"00-02-51500-24128",1.125,2.18428571428571
"12235",8003588,1660,0,1,51500,24135,10,20.99,"A",0,1,"00-01-51500-24135",1.125,2.099
"12236",8003588,1660,0,1,48001,643,10,27.7,"NONE",0,0,"00-01-48001-00643",1.0187,2.77
"12237",8003588,1660,0,1,48001,681,1,2.77,"NONE",0,0,"00-01-48001-00681",1.0187,2.77
